date,PM2.5,PM10,NO2,CO,traffic_volume,temperature,humidity,wind_speed
2021-01-01,43.708610696262625,42.94864416071607,24.521514317450226,0.24382948188859618,1056,25.849019105681215,51.43583748732794,8.406271513730195
2021-01-02,95.56428757689245,48.66320717912279,73.03962730293723,0.8368695708421693,3587,5.209169771142626,75.75162386764666,3.1105792022950554
2021-01-03,75.87945476302646,44.236974078753086,55.30492339293755,1.6267215529789465,3766,21.747051110290254,58.29440936429095,7.464953719512561
2021-01-04,63.8792635777333,121.34598156367792,47.033047323533,1.8133706542378345,4067,-1.5622994296458845,65.49664687161223,1.3935682921715928
2021-01-05,24.041677639819287,65.51628369167491,13.32421019101108,0.4865982107454321,2556,23.77693055348569,72.76377414315365,9.538265538601948
2021-01-06,24.03950683025824,27.519547953241528,38.52916578548191,0.2272498628480159,4399,0.6198472659156895,63.540643216628645,6.412008053861242
2021-01-07,15.227525095137953,145.98334191830548,39.52687034014447,1.7669658609523935,1516,-3.540485982530443,57.805552534553705,7.213826481923321
2021-01-08,87.95585311974416,134.89216504524535,69.84227071420025,0.839869384059863,2562,-1.656601733167557,72.47299990714414,3.3313736548972845
2021-01-09,64.1003510568888,140.6077968153777,45.998616514084134,1.1293458321083703,1338,-1.807159200316507,70.92941248025406,4.414917402727089
2021-01-10,73.7265320016441,149.33801694403658,33.53004117278073,1.939325042896442,2137,13.0788295719646,64.09106801282252,2.6258946695742744
2021-01-11,11.85260448662222,42.60638239853335,78.26002463829946,0.22647298303702343,4821,28.015891153466576,45.18525893673507,9.359092815121127
2021-01-12,97.29188669457949,71.51146245734563,13.304044499473676,1.3318042141589816,3996,-6.417771535337247,48.40684645401901,5.136992247463088
2021-01-13,84.91983767203796,118.57100184153187,36.691132123395846,0.24080030289224744,2313,21.81303433220402,87.93069842188682,6.489257098750905
2021-01-14,29.110519961044854,110.48268034699299,8.151850637855397,0.8133909640863507,3979,19.445590684378594,27.86701526040681,7.475584290041796
2021-01-15,26.364247048639054,40.00646782418116,60.49280905751978,1.627247635867549,1951,29.26339783232131,38.79534420769848,4.02550786544562
2021-01-16,26.506405886809045,126.05830624878031,73.8557414149363,0.9235972422357053,2813,0.9866402228108253,54.4681231443035,7.340965718121842
2021-01-17,37.381801866358394,49.17727433876588,26.002799716286706,1.9946464724156057,2014,10.254943640826333,78.57107803006501,6.9219286526852315
2021-01-18,57.228078846901404,49.096289926941,69.37562575993407,1.162212641398544,1731,31.66223184995828,31.45729646108095,7.203763671802492
2021-01-19,48.87505167779042,89.80667497614377,26.916367284642334,0.7102080900083115,2145,19.699705256089274,39.386823268722694,5.1476840519438225
2021-01-20,36.21062261782377,97.08219152942141,73.30776212329364,0.518211519219031,3499,7.494578578771861,24.60587524566673,4.137905131770363
2021-01-21,65.06676052501416,95.41120701891545,61.54714276975879,0.7659890151437074,3940,-4.086442771512919,69.41896862355729,2.6097807879854034
2021-01-22,22.554447458683764,31.893288861708132,65.3680082631079,0.8078132201431465,4556,1.8118253555265973,36.674660483293124,8.333950351608483
2021-01-23,36.29301836816963,134.06991214194943,6.350491670034088,0.23055598767552585,805,16.15469648702225,47.20723254696654,6.279325442050947
2021-01-24,42.97256589643225,54.528005536531786,77.21077678055195,0.802190978910869,4036,22.317557640223114,51.05910129207675,4.721345862926203
2021-01-25,51.046298579533236,36.836939766764544,59.50032440527424,0.9820531875045273,2223,-4.401015091664793,82.3919754924519,9.467961113750809
2021-01-26,80.66583652537122,135.53725038296704,27.85633215396,1.473201729253729,2189,16.98187670198243,48.79312032318658,0.9544687188168687
2021-01-27,27.970640394252378,144.23469476986793,67.20459986441352,1.3477860209710553,2017,14.765807547743794,30.165751394067435,8.576633479447953
2021-01-28,56.28109945722505,132.07659024450857,26.114089881119746,1.446654744935393,4417,13.127995101081861,56.70204568380847,9.977034632986738
2021-01-29,63.31731119758382,125.23708971423414,70.4565379674596,0.1158909955660285,919,21.055540295690356,87.40705962540407,8.92595005338724
2021-01-30,14.180537144799796,105.18145748307282,13.443529280895277,0.5135680592030185,3436,27.685231778755785,62.53799487355677,8.19914756334844
2021-01-31,64.67903667112945,91.6114581791881,57.77644830955968,1.3572001479597273,4362,4.534535742959077,88.83710543224008,4.055906937360084
2021-02-01,25.347171131856236,31.308278788483317,45.55238574836827,1.0195797995415194,4729,30.005548554993176,78.8775116257209,2.6974847314917882
2021-02-02,15.854643368675156,73.09891769919084,12.240085264658061,0.1100956037698573,1950,-2.7714874321652188,22.517602934938896,7.48107994474621
2021-02-03,95.39969835279999,68.44950721160082,23.142037119412922,1.6285398206204624,3596,-2.2139258611976045,66.08797167639293,3.3934659797414
2021-02-04,96.90688297671034,53.76799188884241,5.930302720798609,1.568338189251641,3761,2.004742863076576,40.07368142905186,2.1723769804722215
2021-02-05,82.7557613304815,114.04461477951604,40.15759740983794,1.141996409687769,1664,-4.621110870381498,59.17317989513067,7.971995927484117
2021-02-06,37.41523922560336,84.4638455602402,27.59489455700003,0.22628031897491702,2369,0.36436511072949074,39.55416336518586,3.469164696248861
2021-02-07,18.79049026057455,30.53600806799423,49.87681132233191,1.5563785941119108,2319,-5.211470669371993,44.42092916237033,9.187196430129715
2021-02-08,71.58097238609412,48.623816253475475,27.29283557814629,1.2090558166895915,3205,26.97885876434257,84.62180982279256,8.48601012578169
2021-02-09,49.61372443656412,108.82363927574747,27.493933363023853,1.5857239566001224,4015,-3.7463953651018933,34.46502294241937,8.552583130337924
2021-02-10,20.983441136030095,29.897011733739024,60.739489904870254,1.5283192855520968,1842,23.628390090193555,81.18763826180813,7.829912397530348
2021-02-11,54.56592191001432,130.65689882633993,8.610712698376508,1.6257039367198907,2726,-7.843875943899982,22.132046564934775,8.868373525859997
2021-02-12,13.094966900369656,84.36904851181666,72.71712463939905,1.0842153261687872,1579,32.68341473812618,26.361357685875387,8.15459547569214
2021-02-13,91.83883618709038,82.47625505246424,68.91979057933861,0.3666165845676784,4706,22.002203938749474,79.82725289689844,6.223857953959922
